order_id,customer_id,product_list,total_price,order_date
374,4,"Sneakers, Jeans, Jacket, Watch",704.8,02/22/2023 21:05:12
375,20,"Watch, T-shirt, Sneakers",741.22,12/27/2022 12:05:36
376,11,"Jacket, Watch",576.76,06/19/2022 05:51:52
377,15,"Sneakers, Watch",819.93,01/29/2023 07:01:12
378,16,"T-shirt, Watch",250.77,06/17/2022 11:04:06
379,14,"Jacket, Jeans, T-shirt",793.0,12/10/2022 20:50:08
380,17,"Jacket, T-shirt, Jeans, Watch",1144.99,01/28/2022 12:58:57
381,11,"Jeans, T-shirt",378.8,02/18/2023 12:02:31
382,5,Jeans,480.82,02/08/2023 07:41:40
383,2,"Jeans, Sneakers, Watch, T-shirt",1077.02,10/15/2022 19:00:41
384,0,Jacket,487.95,12/23/2022 19:04:52
385,17,"Watch, T-shirt, Sneakers, Jacket, Jeans",1771.54,06/26/2022 23:37:54
386,14,"Sneakers, Jacket, Watch",960.83,02/20/2022 01:34:53
387,4,"Jeans, Jacket, Watch, Sneakers, T-shirt",10000,03/11/2022 02:24:39
388,0,"Sneakers, Jeans, Watch",704.5,06/29/2022 00:25:36
389,0,"Jeans, T-shirt",443.24,10/18/2022 01:18:12
390,16,"T-shirt, Sneakers",227.26,11/09/2022 15:17:48
391,0,"Sneakers, T-shirt, Jeans, Jacket",1037.5,04/06/2022 08:34:48
392,12,"T-shirt, Watch, Jeans",587.43,04/07/2022 08:48:57
393,15,Sneakers,496.07,10/29/2022 21:26:08
394,21,"Jacket, Jeans",614.09,03/26/2022 16:42:02
395,20,"Sneakers, Watch",609.84,09/25/2022 04:33:11
396,9,"Sneakers, Jeans",366.99,08/19/2022 19:08:35
397,11,Jacket,94.02,03/18/2022 16:50:16
398,15,T-shirt,24.09,04/15/2022 09:35:31
399,,"Jacket, Jeans, Sneakers, T-shirt",1074.58,03/26/2022 20:39:50
400,19,"Jeans, T-shirt, Jacket, Sneakers, Watch",1045.45,10/16/2022 07:46:24
783,19,"Jacket, Jeans",135.91,01/16/2023 16:06:07
402,17,"Jacket, T-shirt",373.66,01/2022/01 01:00:00
403,13,"Jacket, Jeans, Sneakers, T-shirt, Watch",744.94,02/12/2023 20:38:54
404,1,"T-shirt, Jeans, Watch, Sneakers, Jacket",1849.28,01/2022/01 01:00:00
405,1,"Jeans, T-shirt, Watch, Sneakers, Jacket",1301.35,12/06/2022 20:00:17
406,8,"Jeans, Jacket, Sneakers, Watch",1002.51,05/16/2022 07:51:47
407,17,"Sneakers, T-shirt",381.05,01/2022/01 01:00:00
408,7,"Jeans, Jacket, Watch",929.28,07/10/2022 04:10:18
409,21,Watch,398.53,06/28/2022 12:51:33
410,8,"T-shirt, Watch, Sneakers",851.08,02/06/2023 18:05:00
411,9,"Jeans, Sneakers, T-shirt, Watch, Jacket",1264.15,12/14/2022 03:32:06
412,17,"T-shirt, Jacket, Sneakers",986.83,08/12/2022 02:22:52
413,20,"Jacket, Watch, Jeans, Sneakers, T-shirt",803.08,05/17/2022 13:08:11
414,4,"Watch, Jeans, Sneakers, T-shirt",771.95,02/18/2023 18:29:13
415,16,"T-shirt, Sneakers",595.48,02/20/2023 08:59:48
416,22,Watch,13.42,03/07/2023 19:46:26
417,,"T-shirt, Jacket, Jeans, Watch",918.75,08/12/2022 04:25:33
418,0,"Jeans, Sneakers, Jacket, T-shirt, Watch",1050.58,03/21/2022 14:53:17
419,4,"Sneakers, Watch",710.36,06/06/2022 18:25:57
420,8,"Jeans, Watch, Sneakers, Jacket",1427.0,01/31/2023 21:10:57
421,8,"Jeans, Watch",562.49,07/04/2022 13:02:36
422,22,Jacket,341.69,02/15/2023 18:40:42
423,20,"Jeans, Jacket, T-shirt",863.8,01/18/2023 17:49:50
424,11,"Jacket, Jeans",462.9,05/31/2022 09:34:28
425,17,"Sneakers, Jeans",222.99,04/17/2022 12:01:01
426,10,Jacket,68.2,10/14/2022 21:45:44
427,13,"T-shirt, Jeans, Sneakers",673.87,01/28/2022 00:45:44
428,16,Sneakers,33.45,02/24/2023 02:11:08
429,8,"Jeans, T-shirt",630.35,07/13/2022 11:02:48
430,14,,395.79,06/26/2022 08:22:23
431,9,Watch,442.95,08/09/2022 13:26:54
432,4,"Jacket, T-shirt, Sneakers, Watch, Jeans",859.0,01/11/2022 21:42:44
433,16,"Jacket, Sneakers, Jeans",888.45,04/11/2022 22:47:25
434,15,"T-shirt, Watch",691.88,01/20/2022 08:55:11
435,11,"Sneakers, Jeans, Jacket",879.13,05/11/2022 12:59:31
436,1,"T-shirt, Watch, Jeans, Sneakers, Jacket",828.65,02/22/2022 12:37:47
437,11,Sneakers,178.27,01/20/2023 12:55:09
438,12,"Watch, T-shirt",854.5,02/11/2023 02:16:48
742,1,"Watch, Sneakers, Jacket, T-shirt, Jeans",1429.07,02/01/2022 02:33:32
440,14,Jeans,244.1,06/12/2022 14:37:07
441,22,"T-shirt, Jeans",197.88,01/10/2022 04:47:08
442,11,"Watch, Sneakers, T-shirt, Jeans",960.12,04/27/2022 02:28:57
443,12,"Watch, Jeans, Jacket, Sneakers, T-shirt",10000,03/25/2022 08:47:10
444,11,"Sneakers, Jeans",436.12,11/09/2022 05:44:31
445,16,"Sneakers, Jacket, T-shirt, Jeans, Watch",1494.07,08/27/2022 16:24:24
446,5,"Jacket, T-shirt, Watch, Sneakers",991.03,04/24/2022 03:57:48
447,6,"Jacket, T-shirt, Jeans, Sneakers",954.61,01/14/2022 04:13:52
448,8,"Jeans, Sneakers, Watch",610.31,07/28/2022 10:08:30
449,19,"Jeans, Sneakers, Watch",777.07,06/20/2022 01:38:01
450,11,Jacket,214.62,02/11/2023 00:38:11
451,22,"Watch, Jeans, Jacket",552.21,03/14/2022 23:41:39
452,20,"T-shirt, Sneakers, Jeans, Watch, Jacket",1169.55,09/05/2022 18:58:54
453,12,"Watch, Jacket, T-shirt",631.37,03/19/2022 22:06:06
454,6,"Watch, Sneakers, Jacket",453.65,09/04/2022 10:49:04
455,20,"Jacket, Jeans",798.78,01/28/2022 02:55:59
456,13,"Watch, Jacket, Jeans, Sneakers",1234.68,03/06/2023 07:01:37
457,11,T-shirt,287.67,01/09/2022 14:12:45
458,7,"T-shirt, Sneakers",672.77,06/12/2022 01:19:55
459,,"T-shirt, Watch, Jacket, Sneakers, Jeans",910.05,05/14/2022 05:04:20
460,10,"Jeans, Sneakers, Watch",742.74,01/20/2023 10:30:39
461,14,Watch,315.93,08/23/2022 20:46:34
462,11,Jeans,44.08,02/17/2023 08:39:14
463,19,T-shirt,195.7,01/29/2023 18:51:21
464,17,"Jeans, Sneakers, Watch",486.0,02/03/2022 15:39:05
465,14,"Sneakers, Watch, T-shirt, Jeans",758.31,05/05/2022 23:18:30
466,12,"Jeans, Watch, Sneakers",492.68,02/06/2023 01:43:58
467,8,"Jacket, T-shirt, Jeans",503.09,04/07/2022 21:45:54
468,15,"T-shirt, Jacket, Jeans, Sneakers, Watch",1477.09,07/01/2022 10:54:25
469,1,"T-shirt, Watch, Jeans, Sneakers, Jacket",1058.16,01/22/2022 03:20:42
470,22,"Watch, Sneakers, Jeans, T-shirt, Jacket",918.06,11/23/2022 00:15:38
471,9,"T-shirt, Sneakers",497.88,02/14/2023 01:25:51
472,16,Jacket,416.18,07/15/2022 15:51:44
473,5,"Watch, Jacket, Jeans",906.63,01/06/2023 12:45:16
474,19,"T-shirt, Jacket, Sneakers, Jeans, Watch",1042.27,01/29/2022 07:25:47
475,13,"Jeans, Watch, T-shirt",774.21,08/22/2022 19:49:46
476,2,"Watch, Sneakers",734.33,04/12/2022 05:45:32
477,16,"Watch, Jeans, Jacket, T-shirt",1376.92,03/24/2022 00:06:41
478,11,"Jacket, Jeans, T-shirt, Watch, Sneakers",1231.57,12/13/2022 03:16:38
479,16,"Sneakers, Jacket, Watch, T-shirt",821.44,12/16/2022 15:17:41
480,18,"Watch, T-shirt, Sneakers",657.74,12/02/2022 12:29:45
481,15,"Sneakers, T-shirt, Jacket, Jeans",718.23,11/04/2022 04:15:16
482,6,"T-shirt, Jacket, Watch, Jeans, Sneakers",1357.14,11/28/2022 15:00:30
483,9,Jacket,471.55,04/22/2022 06:43:03
484,16,Watch,257.97,04/17/2022 07:41:39
485,6,"Jacket, Jeans, T-shirt",833.52,10/20/2022 20:46:21
486,3,"Sneakers, T-shirt, Jeans, Watch, Jacket",704.18,11/16/2022 06:25:40
487,17,"Sneakers, Watch, T-shirt, Jacket, Jeans",1633.89,01/22/2023 01:23:33
488,0,"Jeans, Jacket",286.08,12/14/2022 11:25:38
489,19,"Watch, T-shirt, Jacket",604.21,09/08/2022 22:13:53
490,11,"Jacket, Sneakers, T-shirt, Watch",1041.06,01/24/2022 13:27:55
491,17,"T-shirt, Jacket, Jeans, Sneakers",1100.37,07/13/2022 07:03:30
492,2,"Watch, Sneakers, Jeans, T-shirt",1236.77,10/15/2022 22:44:45
493,13,"Jacket, Watch",443.05,10/18/2022 08:34:57
494,2,Jacket,74.8,07/05/2022 08:46:56
495,14,"Sneakers, Jeans",227.12,03/12/2022 12:58:21
496,7,"Sneakers, Jeans, Watch",1102.94,01/29/2022 18:19:35
497,0,"Jacket, T-shirt",263.76,01/06/2023 03:17:53
498,10,Watch,157.8,11/06/2022 03:52:02
499,20,"Jeans, Jacket, Watch, T-shirt, Sneakers",930.96,04/18/2022 07:37:41
500,21,"Jacket, Watch, Sneakers",399.55,01/22/2022 17:23:03
501,21,Jacket,490.37,05/01/2022 15:44:09
502,9,"Sneakers, Watch, T-shirt",331.51,08/08/2022 01:31:32
503,12,Jeans,299.47,04/13/2022 23:00:32
504,4,"Watch, Sneakers, Jeans",428.81,07/08/2022 09:33:55
505,16,"Jeans, T-shirt, Watch, Jacket",1054.71,03/11/2022 10:46:02
506,22,"Jeans, Sneakers, T-shirt, Watch, Jacket",1087.26,09/03/2022 22:09:44
507,9,Jacket,77.22,12/04/2022 18:20:09
508,2,"Watch, Sneakers, Jacket, T-shirt",1034.9,04/12/2022 06:31:50
509,14,"Watch, Jeans, Jacket",966.91,01/24/2022 04:05:09
510,9,"Jacket, Watch, Jeans, T-shirt",1468.45,11/18/2022 02:52:49
511,13,"T-shirt, Jeans, Watch",991.0,09/18/2022 07:04:24
512,17,"Jeans, Jacket, Watch",644.86,06/02/2022 22:09:57
513,18,"Sneakers, Watch, T-shirt, Jacket",926.67,03/24/2022 06:04:30
514,16,"Watch, Jacket, T-shirt, Sneakers",957.89,01/17/2022 06:57:29
515,10,"Sneakers, Jacket",630.16,01/02/2022 01:38:58
516,11,"Watch, T-shirt, Jeans",505.44,01/07/2022 19:50:56
517,5,Jacket,388.26,05/02/2022 22:42:55
518,6,"Jacket, Jeans, Sneakers",421.84,11/03/2022 00:21:30
519,6,"Jacket, T-shirt, Sneakers, Watch, Jeans",1881.51,07/10/2022 00:11:45
520,2,"Sneakers, Jacket, Watch",512.67,02/01/2022 04:07:53
521,5,"Jeans, Sneakers, Watch, Jacket, T-shirt",1713.11,07/15/2022 05:34:05
522,10,"Jeans, Jacket",405.06,01/25/2023 18:08:30
523,21,"Jeans, Watch, Sneakers",655.23,08/01/2022 01:53:35
524,12,Watch,331.75,02/19/2022 00:49:21
525,16,"Sneakers, Watch, Jacket, T-shirt",548.06,05/05/2022 20:07:30
526,20,"Jeans, T-shirt",802.56,12/05/2022 08:51:49
527,21,"Watch, T-shirt, Sneakers, Jacket, Jeans",1205.76,09/08/2022 14:04:00
528,6,"T-shirt, Jacket",452.25,03/18/2022 01:06:12
529,16,"Watch, Sneakers, Jeans, T-shirt, Jacket",1230.49,01/25/2023 19:44:48
530,18,"Watch, Jacket, T-shirt, Jeans",690.0,09/30/2022 01:00:47
531,18,"Watch, Jeans, Sneakers",713.65,01/13/2022 08:54:17
532,10,"Watch, T-shirt, Jacket, Sneakers, Jeans",1610.28,02/27/2022 21:51:15
533,17,"Watch, T-shirt, Sneakers, Jeans, Jacket",1611.05,01/16/2022 12:24:15
534,20,"T-shirt, Watch, Jacket, Jeans",1077.31,01/14/2023 10:31:51
535,15,"Watch, Jacket, T-shirt",563.56,06/13/2022 17:05:26
536,20,"Watch, Jeans, Jacket, Sneakers",792.12,03/06/2022 12:32:53
537,8,"Watch, Sneakers, Jacket, Jeans",1072.93,11/25/2022 15:31:28
538,16,"Sneakers, Watch, Jeans, Jacket, T-shirt",760.03,04/30/2022 08:09:40
539,16,T-shirt,52.44,11/17/2022 17:52:08
540,0,"Jeans, Sneakers, T-shirt, Watch, Jacket",1343.32,12/08/2022 11:28:01
541,16,"Watch, Sneakers, T-shirt, Jacket, Jeans",1932.02,01/01/2022 00:26:45
542,18,,1037.6,09/29/2022 00:43:16
543,21,"Jacket, Sneakers, Jeans, T-shirt",1383.24,02/04/2022 01:52:26
544,15,"Jeans, Sneakers, Watch, T-shirt, Jacket",1595.55,01/2022/01 01:00:00
545,14,"Sneakers, Watch, Jacket",690.15,03/26/2022 00:50:40
546,19,"T-shirt, Jeans, Jacket",1005.22,05/01/2022 14:43:35
547,19,"Jacket, Sneakers, T-shirt, Jeans, Watch",1271.6,02/15/2023 04:55:32
548,7,Jacket,13.91,10/31/2022 00:05:53
549,6,"Sneakers, Watch, Jeans",658.34,01/23/2022 20:17:49
550,19,"Watch, Jeans, Sneakers, Jacket, T-shirt",935.21,07/26/2022 07:56:47
551,22,"Jeans, T-shirt, Sneakers, Jacket, Watch",1439.32,01/29/2022 18:51:17
552,15,"Watch, Jacket",353.16,06/15/2022 14:05:49
553,22,"T-shirt, Watch, Jeans, Sneakers, Jacket",1081.68,03/21/2022 01:36:00
554,17,"Watch, Jacket, T-shirt, Jeans",546.34,12/14/2022 17:21:42
555,1,,1000.32,11/03/2022 08:59:32
556,8,"Jeans, Jacket",169.03,09/06/2022 13:14:40
557,11,"Watch, T-shirt, Jeans, Jacket, Sneakers",1450.51,10/26/2022 01:24:59
558,3,,433.6,09/26/2022 22:45:50
559,10,"Jeans, Watch, T-shirt",300.14,04/30/2022 17:03:00
560,18,"Sneakers, Jacket",527.98,12/22/2022 18:21:11
561,,"Sneakers, Watch, Jeans, Jacket, T-shirt",10000,02/12/2022 09:57:40
562,13,"Jeans, T-shirt",560.61,11/28/2022 00:21:17
563,10,"Sneakers, Watch, Jacket",890.79,07/18/2022 18:08:39
564,4,"Jacket, Watch",10000,11/30/2022 00:36:05
565,7,"Jacket, Watch, Jeans, Sneakers",565.24,06/26/2022 15:18:07
566,20,"Watch, Jacket",324.66,08/02/2022 09:49:53
567,20,"Jacket, T-shirt",325.93,01/05/2022 21:33:40
568,8,"Jacket, Sneakers, Watch, Jeans",1233.54,02/26/2023 13:40:14
569,15,Sneakers,295.59,02/02/2023 20:42:37
570,15,"Watch, Sneakers, Jacket",803.98,09/16/2022 02:39:29
571,9,"Jacket, Jeans, Sneakers",1032.9,04/27/2022 17:12:27
572,13,"T-shirt, Jeans, Watch",506.91,04/11/2022 15:29:29
573,0,"Jeans, Watch",459.77,02/13/2023 14:38:29
769,5,Jeans,346.77,05/10/2022 21:05:37
575,3,"T-shirt, Sneakers, Jeans, Jacket",10000,09/13/2022 19:22:55
576,15,"Sneakers, Watch, Jacket, T-shirt",1000.69,11/06/2022 14:42:39
577,13,"Watch, T-shirt, Jacket",1005.01,12/26/2022 12:38:58
578,16,Sneakers,486.46,11/06/2022 03:39:55
579,13,"Watch, Jacket, Sneakers",884.33,03/01/2023 16:50:42
580,13,"Jacket, Watch, Jeans, T-shirt, Sneakers",1323.47,04/20/2022 15:27:07
581,13,"Sneakers, Watch",540.5,03/10/2022 06:46:10
582,8,"T-shirt, Jacket, Jeans, Watch",1277.67,03/12/2022 18:21:08
583,11,"Sneakers, Jeans, Jacket, Watch, T-shirt",1226.61,12/03/2022 21:35:01
584,20,"Sneakers, Watch, Jeans, T-shirt",1507.92,02/16/2022 12:20:06
585,9,"Jacket, Watch",376.24,11/03/2022 20:09:32
586,19,"Jeans, T-shirt, Jacket",964.22,03/09/2022 02:41:39
587,7,"T-shirt, Watch",467.95,06/08/2022 11:27:34
588,1,"Jeans, Sneakers, Jacket, T-shirt, Watch",1076.33,04/04/2022 18:41:23
589,21,Jeans,364.15,03/13/2023 11:09:24
590,18,"Jeans, Sneakers, T-shirt",1125.39,05/04/2022 13:07:33
591,4,"Sneakers, Jeans, T-shirt",564.35,11/18/2022 00:14:05
592,1,T-shirt,49.13,07/11/2022 07:03:09
593,2,"Jeans, Jacket",525.1,02/24/2022 04:50:30
594,3,"Jeans, Watch, Jacket, Sneakers",736.23,09/02/2022 09:53:40
595,13,"Watch, Sneakers, T-shirt",1222.07,10/21/2022 01:33:39
596,,"Sneakers, Jeans, Watch",738.96,02/18/2022 19:44:43
597,16,"Sneakers, Jeans",10000,01/31/2023 01:06:40
598,1,"Jacket, T-shirt, Sneakers",816.4,07/02/2022 06:16:33
599,22,"T-shirt, Jacket, Jeans",1336.37,01/2022/01 01:00:00
600,19,Jacket,27.03,07/29/2022 13:38:36
601,13,Watch,227.23,03/12/2022 14:26:46
602,8,"Watch, Sneakers",814.05,10/19/2022 09:57:29
603,3,"Watch, Jacket, Jeans, Sneakers",992.23,06/30/2022 15:15:20
604,8,Watch,278.39,03/14/2023 18:56:15
605,1,,680.21,08/06/2022 03:46:37
606,8,"Jacket, Jeans, Sneakers, Watch",962.18,12/24/2022 15:48:54
607,10,"Jeans, T-shirt, Jacket, Sneakers",811.54,03/19/2022 15:51:55
608,10,"Sneakers, Watch",819.6,01/14/2022 06:11:51
609,17,Jacket,312.69,02/25/2023 07:57:11
610,19,"Watch, Sneakers, T-shirt, Jeans, Jacket",1081.78,06/18/2022 19:39:14
611,20,"Watch, T-shirt, Jeans, Jacket",1125.27,10/24/2022 09:25:11
612,1,"Watch, Jeans, Sneakers",661.71,10/28/2022 12:21:00
613,14,Jeans,359.15,04/10/2022 09:59:53
614,4,"Jeans, Jacket, Sneakers, Watch, T-shirt",1822.49,02/17/2023 00:51:04
615,10,"Sneakers, Watch, Jacket, T-shirt",740.74,09/16/2022 08:49:02
616,20,"Sneakers, T-shirt, Watch, Jacket",1075.06,05/25/2022 04:16:34
617,14,"Sneakers, T-shirt, Watch, Jeans",736.72,08/20/2022 02:00:15
618,13,"Watch, Sneakers",689.16,12/10/2022 19:04:04
619,7,T-shirt,82.59,09/07/2022 15:25:22
620,20,Watch,15.22,06/18/2022 23:33:07
621,13,"Jeans, Sneakers",330.86,02/21/2023 16:26:00
622,14,"Jacket, Sneakers",473.8,10/06/2022 15:26:27
623,8,"Sneakers, Watch, Jacket, Jeans, T-shirt",1476.48,08/13/2022 18:28:03
624,14,"Jacket, Jeans, T-shirt",846.61,08/18/2022 09:03:47
625,0,"Jacket, Watch, Jeans, T-shirt, Sneakers",1397.34,07/20/2022 09:08:46
626,7,"Sneakers, Watch",224.76,02/11/2022 08:10:42
627,3,"Jacket, T-shirt, Sneakers, Jeans",944.28,01/28/2022 07:29:18
628,1,"Watch, Sneakers, Jacket, Jeans, T-shirt",1129.84,10/30/2022 14:03:04
629,13,Jacket,243.69,03/07/2022 14:13:23
630,20,Watch,181.93,01/23/2022 12:09:53
631,8,"Jacket, T-shirt, Jeans, Sneakers, Watch",1530.27,12/29/2022 22:24:52
632,2,"T-shirt, Jacket, Watch, Sneakers, Jeans",1636.58,10/30/2022 03:53:50
633,3,Jacket,497.41,05/02/2022 04:43:54
634,10,"Jeans, Jacket, T-shirt, Watch",1238.53,12/10/2022 00:37:49
635,19,"Sneakers, Jeans, Watch, Jacket, T-shirt",927.39,07/09/2022 20:38:11
636,4,"Jeans, T-shirt",948.41,05/17/2022 00:45:05
637,20,"Jeans, Sneakers, Jacket",107.37,01/03/2022 03:01:19
638,3,"Sneakers, Jacket, T-shirt, Watch, Jeans",1231.54,07/08/2022 16:08:54
639,12,Jacket,407.45,04/06/2022 01:52:37
640,8,"Sneakers, T-shirt, Jeans, Watch, Jacket",1134.78,06/28/2022 14:46:18
641,11,"T-shirt, Sneakers, Jeans, Jacket, Watch",1540.07,06/29/2022 17:41:48
642,20,T-shirt,445.45,03/21/2022 22:24:22
643,7,Jacket,339.86,07/23/2022 12:20:19
644,22,Sneakers,408.07,05/26/2022 12:21:41
645,9,"Watch, T-shirt",282.51,07/30/2022 15:13:58
646,1,"Jeans, Sneakers, Jacket, Watch, T-shirt",1035.53,06/11/2022 02:32:25
647,20,"Watch, T-shirt, Jeans, Jacket",1066.89,02/24/2023 14:23:47
648,7,Jeans,140.08,01/08/2022 13:37:02
649,16,"Jeans, Watch",137.16,05/10/2022 06:40:49
650,4,"T-shirt, Jacket, Jeans",799.7,10/07/2022 23:01:20
651,0,"Jeans, Watch, T-shirt",742.78,03/17/2022 01:09:15
652,1,"Sneakers, Watch, Jacket, T-shirt, Jeans",1074.46,01/22/2023 01:32:07
653,1,"Jacket, Watch, Sneakers, Jeans",1118.17,05/24/2022 07:09:14
654,1,Jeans,195.04,05/31/2022 08:38:54
655,17,"Sneakers, Watch, Jeans, Jacket",592.22,11/10/2022 04:46:53
656,11,Sneakers,264.62,06/25/2022 22:21:07
657,13,"Sneakers, T-shirt, Watch",716.23,03/28/2022 22:03:05
658,14,"Sneakers, Jacket, Jeans",697.99,02/03/2022 12:52:52
659,7,"Jacket, Watch, Sneakers, Jeans",856.29,10/28/2022 20:46:10
660,16,"Jacket, Watch, Jeans, T-shirt",778.45,02/03/2022 18:11:31
661,11,T-shirt,407.76,01/19/2023 07:14:46
662,11,"T-shirt, Sneakers, Jeans, Watch",529.32,12/01/2022 05:27:27
663,5,"Sneakers, Jacket, T-shirt, Jeans",1120.24,02/16/2022 06:51:02
664,1,"Watch, Sneakers, T-shirt",1183.19,11/06/2022 20:54:14
665,10,"T-shirt, Jacket, Sneakers, Jeans",666.82,09/08/2022 23:54:18
666,20,"Watch, Sneakers, Jeans",1062.27,02/08/2023 23:39:51
667,1,"Jacket, Watch, T-shirt, Sneakers, Jeans",1027.28,01/01/2023 21:40:56
668,5,"Jeans, Jacket, Watch",757.99,05/09/2022 19:51:20
669,3,"Watch, Sneakers",458.2,05/04/2022 05:40:56
670,4,"Sneakers, Jacket, Watch, Jeans",1084.68,02/11/2023 01:14:00
671,13,"Sneakers, T-shirt",448.23,02/14/2023 14:31:58
672,6,"Watch, Jacket",475.42,06/06/2022 00:50:08
673,3,"Watch, Sneakers, Jacket",742.26,06/01/2022 05:54:06
674,12,"Jacket, T-shirt, Jeans, Sneakers, Watch",1158.69,03/22/2022 13:00:19
675,16,"T-shirt, Jacket, Jeans, Watch",1301.76,02/21/2023 03:53:29
676,14,"T-shirt, Sneakers",488.08,01/25/2022 09:35:51
677,15,Jacket,401.61,01/30/2022 10:47:49
678,20,Jacket,425.19,10/13/2022 19:34:20
679,2,"Jeans, Sneakers",700.97,03/16/2022 20:45:46
680,20,"Sneakers, Jacket",387.1,12/13/2022 02:30:32
681,9,Watch,105.86,01/11/2022 14:30:05
682,20,T-shirt,305.61,02/13/2022 08:19:15
683,6,"Sneakers, Watch, T-shirt, Jacket, Jeans",672.49,01/14/2022 05:23:13
684,19,"Sneakers, Watch, Jacket",959.69,02/15/2022 18:12:57
685,4,"Jacket, T-shirt, Sneakers, Jeans, Watch",1438.97,05/02/2022 03:03:05
686,17,Watch,280.36,01/24/2023 02:08:57
687,13,"Jeans, Sneakers, Jacket, T-shirt, Watch",1432.33,02/28/2023 13:14:25
688,2,"Jacket, T-shirt, Jeans, Watch, Sneakers",952.84,01/25/2022 11:59:47
689,9,"Jeans, Jacket, Sneakers, T-shirt, Watch",1017.29,08/08/2022 10:15:10
690,22,Sneakers,101.25,01/22/2023 04:11:54
691,5,T-shirt,97.26,10/03/2022 04:52:56
692,19,Jeans,234.64,11/15/2022 19:45:21
693,8,T-shirt,267.5,11/05/2022 09:28:21
694,13,T-shirt,132.43,01/07/2022 13:20:13
695,8,"T-shirt, Jacket, Watch, Jeans, Sneakers",1449.44,07/31/2022 11:41:29
696,20,"Sneakers, T-shirt, Jeans, Watch, Jacket",679.88,09/01/2022 16:40:33
697,9,"Jeans, Watch",719.05,02/24/2022 22:41:27
698,1,"Jacket, Sneakers, Watch, Jeans",10000,03/20/2022 20:18:15
699,13,"Jacket, Jeans, T-shirt",1094.49,01/27/2022 06:37:27
700,17,"Sneakers, Watch",496.36,02/28/2022 23:52:05
701,16,"Watch, Jacket",909.63,05/21/2022 17:53:59
702,17,"T-shirt, Sneakers",287.1,02/07/2022 03:22:04
703,9,"T-shirt, Watch, Sneakers, Jeans",1314.56,05/02/2022 21:58:19
704,19,Jacket,171.46,06/08/2022 13:25:06
705,11,"Jeans, Jacket, T-shirt",965.93,07/23/2022 14:51:50
706,9,"Jeans, Sneakers",583.13,06/25/2022 06:29:53
707,8,T-shirt,315.53,12/24/2022 11:48:09
670,14,"Watch, Sneakers, T-shirt",960.54,03/13/2023 06:05:48
709,17,"Watch, Jeans, T-shirt, Jacket",486.2,11/19/2022 19:20:52
710,18,"Jeans, Watch",472.19,07/06/2022 18:45:13
711,18,Watch,161.81,08/01/2022 11:08:41
712,15,"T-shirt, Watch",788.87,03/27/2022 00:07:23
713,18,"T-shirt, Jeans",416.1,02/16/2022 11:33:59
714,1,"Jeans, Sneakers, Jacket",1127.97,07/16/2022 14:46:02
715,3,Jeans,379.52,12/20/2022 12:45:53
716,3,"Watch, Jacket, Jeans, Sneakers, T-shirt",1707.49,07/28/2022 13:25:27
717,10,"T-shirt, Jacket, Jeans, Sneakers, Watch",1333.33,07/26/2022 09:39:04
718,1,"Sneakers, Jeans",438.03,07/31/2022 06:08:14
719,13,Jeans,234.61,02/19/2022 17:45:01
720,13,"T-shirt, Jacket, Watch, Jeans",967.87,03/09/2023 15:16:55
721,1,"Jeans, Jacket, Sneakers, Watch",911.81,08/12/2022 01:37:46
722,2,"Jeans, Watch, Sneakers, Jacket",651.78,09/28/2022 21:50:02
723,21,"Sneakers, Jacket, Jeans, Watch",615.62,08/27/2022 17:41:04
724,12,T-shirt,328.06,07/09/2022 18:53:02
725,0,Jacket,144.76,01/31/2023 16:24:16
726,0,"Jacket, T-shirt, Jeans, Watch, Sneakers",1625.23,11/27/2022 22:45:03
727,21,Jacket,215.78,11/22/2022 12:06:23
728,18,Jeans,214.56,11/07/2022 19:28:10
729,3,"Sneakers, T-shirt, Jeans",558.56,12/22/2022 21:37:39
730,6,"Watch, T-shirt",275.54,01/31/2023 12:29:10
731,22,"Jeans, Jacket",168.77,08/28/2022 01:28:36
732,13,"Watch, Jacket",715.1,03/15/2023 06:01:51
733,12,"Jacket, Watch, Sneakers, T-shirt, Jeans",1059.97,01/08/2023 07:41:25
734,7,"Jeans, Sneakers, Watch",819.88,06/25/2022 12:42:33
735,10,T-shirt,113.61,06/18/2022 22:00:08
736,14,"Jacket, T-shirt, Sneakers, Watch, Jeans",1409.11,10/09/2022 15:19:36
737,5,"Sneakers, Jacket, T-shirt",876.01,03/08/2023 14:10:59
738,13,"Jeans, Jacket, Watch",803.79,01/07/2022 13:41:05
739,2,T-shirt,233.9,03/14/2022 16:09:52
740,4,"Sneakers, Watch",858.33,03/26/2022 00:02:45
741,13,"Jacket, T-shirt, Sneakers",825.1,09/18/2022 09:51:50
742,19,"T-shirt, Jeans, Sneakers, Jacket",1413.36,07/11/2022 02:56:12
743,9,"Sneakers, Watch",218.82,01/09/2022 17:23:08
744,15,"Jacket, T-shirt",378.37,06/27/2022 02:02:45
745,13,"Jacket, Sneakers, Watch, T-shirt",1244.24,07/17/2022 20:48:28
746,16,"Jacket, Jeans, T-shirt",839.11,04/25/2022 21:28:46
747,0,"Watch, T-shirt, Sneakers, Jacket",539.58,05/31/2022 13:47:24
748,6,"T-shirt, Jeans, Watch, Jacket",932.05,03/15/2023 22:28:57
